id,title,question_text,choices_json,correct_choice_index,short_explanation,detailed_explanation,basic_terms,domain,subdomain,ability_axis,cognitive_type,difficulty_initial,source_url,source_note,currentness_type,expires_at,tags_json
"00000000-0000-4000-8001-000000000011","等式の両辺同士操作","等式a=bが成り立つとき、両辺に同じ数cを加えてもa+c=b+cが成り立つ理由として最も適切なものはどれか。方程式の移項や両辺操作の原理を問う。最も適切な選択肢を1つ選べ。","[""同じ量を両側に加えるとバランスが保たれるから"",""加えた数は方程式から消えるから"",""加算は可換律があるから"",""aとbが整数だから""]","0","等式は両辺が同じ量であることを示すため、同じ操作をすれば依然として等しいままです。","等式は天秤のように両辺の量が一致している状態です。同じ重さを両側に載せても釣り合いは崩れません。この原理が方程式の移項や両辺同士の加減乗除の根拠になります。","・等式：天秤のように両辺の量が一致している状態です。","数学","方程式","基礎力","原理・因果","350","","中学校数学「等式の性質」","evergreen","","[""数学"",""方程式"",""等式"",""基礎力"",""数学"",""方程式"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000012","関数判定の縦線テスト","xy平面上のあるグラフが関数y=f(x)のグラフかどうかを調べる「縦線テスト（垂直線テスト）」が有効な理由として、最も適切な説明はどれか。最も適切な選択肢を1つ選べ。","[""1つのx入力に対し出力yは高々1つだから"",""縦線はy軸の方向を表すから"",""グラフ上の点を通る直線だから"",""xの値が増えるとyも増えるから""]","0","関数は各xに対してyが一意に定まるため、縦線は1点以下しか交わりません。","関数の定義は、定義域の各要素に値域の要素を1つだけ対応させることです。同じxから2つのyが出れば関数ではありません。縦線テストはこの一意性を視覚的に確認する方法です。","・グラフ：関数の定義は、定義域の各要素に値域の要素を1つだけ対応させることです。","数学","関数","基礎力","原理・因果","350","","高校数学I「関数のグラフと縦線テスト」","evergreen","","[""数学"",""関数"",""グラフ"",""基礎力"",""数学"",""関数"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000013","三角形の内角和","任意の三角形の3内角の和が180°になることを、中学校数学で示す証明の核心として最も適切なものはどれか。平行線と角の性質を使う標準的な考え方を選べ。最も適切な選択肢を1つ選べ。","[""頂点を通る平行線と錯角・同位角を使う"",""3つの角を量角器で測った平均が180°だから"",""三角形は3辺だから3×60°=180°"",""外角の和が360°だから""]","0","平行線を引くと錯角により3角が一直線上の180°に並べ替えられます。","1つの頂点を通り対辺に平行な直線を引くと、三角形の2内角が錯角として一直線上の角と一致します。3角の和は平角180°に等しいことが論理的に示されます。","・三角形：1つの頂点を通り対辺に平行な直線を引くと、三角形の2内角が錯角として一直線上の角と一致します。","数学","図形","基礎力","原理・因果","400","","中学校数学「三角形の角・平行線と角」","evergreen","","[""数学"",""図形"",""三角形"",""基礎力"",""数学"",""図形"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000014","導関数と増減","ある区間内ですべてのxでf'(x)>0が成り立つとき、関数f(x)がその区間で増加関数である理由として最も適切なものはどれか。導関数の符号と増減の因果を問う。最も適切な選択肢を1つ選べ。","[""微小なxの増加に対しf(x)の増加量が正だから"",""関数値が正なら増加するから"",""f(x)が二次関数だから"",""グラフが原点を通るから""]","0","正の導関数はxが増えるとf(x)も増えることを意味します。","導関数は変化率です。f'(x)>0ならxをわずかに増やすとf(x)も増加方向に動きます。この条件が区間全体で続けば、関数は単調増加となります。","・微積分：導関数は変化率です。
・増減：f'(x)>0ならxをわずかに増やすとf(x)も増加方向に動きます。","数学","微積分基礎","基礎力","原理・因果","400","","高校数学II「導関数と関数の増減」","evergreen","","[""数学"",""微積分"",""増減"",""基礎力"",""数学"",""微積分基礎"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000015","行列積の非可換性","2×2行列A,Bについて一般にAB≠BAとなる主な理由として最も適切なものはどれか。数の乗法との違いに着目し、行列積の意味から答えよ。最も適切な選択肢を1つ選べ。","[""線形変換の合成の順序が結果を変えるから"",""整数成分の行列は可換だから"",""行列式が0だから"",""転置は積の順序を入れ替えるから""]","0","行列積は変換の合成であり、先に適用する操作の順序で結果が変わります。","行列はベクトルへの線形変換を表します。回転してから拡大するのと、拡大してから回転するのとでは一般に異なる配置になります。この非可換性がAB≠BAとして現れます。","・線形代数：行列はベクトルへの線形変換を表します。
・行列積：回転してから拡大するのと、拡大してから回転するのとでは一般に異なる配置になります。","数学","線形代数基礎","基礎力","原理・因果","400","","大学基礎「線形代数・行列と線形変換」","evergreen","","[""数学"",""線形代数"",""行列積"",""基礎力"",""数学"",""線形代数基礎"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000016","独立事象の確率","確率論で事象AとBが独立のとき、P(AかつB)=P(A)×P(B)となる理由として最も適切なものはどれか。独立の定義と積の法則の関係を考えて選べ。最も適切な選択肢を1つ選べ。","[""一方の結果が他方の確率を変えないから"",""AとBの確率が等しいから"",""AとBが同時に起これないから"",""独立事象の確率は足し算で求めるから""]","0","独立とは一方の情報が他方の見込みを更新しない関係です。","独立ならBが起きた条件下でもAの確率はP(A)のままです。2段階の試行で両方起きる確率は、各段の確率を掛け合わせることで求まります。","・確率：独立ならBが起きた条件下でもAの確率はP(A)のままです。
・独立：ならBが起きた条件下でもAの確率はP(A)のままです。","数学","確率統計","基礎力","原理・因果","450","","高校数学A「確率・独立事象」","evergreen","","[""数学"",""確率"",""独立"",""基礎力"",""数学"",""確率統計"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000017","対偶の同値性","命題「AならばB」とその対偶「BでないならばAでない」が論理的に同値である主な理由として最も適切なものはどれか。逆命題との違いにも注意して答えよ。最も適切な選択肢を1つ選べ。","[""真偽表で4通りの入力すべてで真偽が一致するから"",""AとBの文字を入れ替えただけだから"",""対偶は常に元より簡単だから"",""否定を2回すると元に戻るから""]","0","真偽表を全列挙すると元命題と対偶の真偽が一致します。","条件命題の証明では、直接示すより対偶を証明する方が容易な場合があります。同値性は論理式の変形ではなく、すべての場合で真偽が一致することから保証されます。","・論理：同値性は論理式の変形ではなく、すべての場合で真偽が一致することから保証されます。
・対偶：条件命題の証明では、直接示すより対偶を証明する方が容易な場合があります。","数学","論理集合","基礎力","原理・因果","450","","高校数学「集合と命題・対偶」","evergreen","","[""数学"",""論理"",""対偶"",""基礎力"",""数学"",""論理集合"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000018","数学的帰納法の原理","数学的帰納法で「すべての自然数nについてP(n)」を示すとき、帰納段階P(k)→P(k+1)が必要な理由として最も本質的なものはどれか。最も適切な選択肢を1つ選べ。","[""真の場合を次の番号へ連鎖的に伝播させるため"",""計算ミスを減らすため"",""有限個の例を示せば一般命題が示せるから"",""反例探索が帰納法の主目的だから""]","0","基底と帰納段階で、1,2,3,…とすべての自然数へ主張が伝わります。","帰納法はドミノ倒しの原理です。P(1)が真で、任意のkでP(k)ならP(k+1)が示せれば、すべてのnでP(n)が成り立ちます。有限個の確認では一般化できない点を補います。","・離散数学：帰納法はドミノ倒しの原理です。
・帰納法：ドミノ倒しの原理です。","数学","離散数学基礎","基礎力","原理・因果","450","","高校数学「数と式・数学的帰納法」","evergreen","","[""数学"",""離散数学"",""帰納法"",""基礎力"",""数学"",""離散数学基礎"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000019","分配法則の意味","分配法則a(b+c)=ab+acが成り立つ直感的説明として最も適切なものはどれか。同じ高さaの矩形を2つに分けた面積の和というモデルを思い浮かべて選べ。最も適切な選択肢を1つ選べ。","[""同じ高さaの2矩形の面積和が大矩形の面積と一致する"",""分配法則は素数に限られるから"",""足し算より掛け算を先に計算するから"",""和の偶奇性が分配を保証するから""]","0","幅b+c高さaの矩形は、幅bと幅cの2部分に分割できます。","分配法則は代数の基本ですが、幾何では矩形の分割として視覚化できます。同じ高さで横に並べた部分矩形の面積和は全体と一致するため、式としても成立します。","・分配法則：代数の基本ですが、幾何では矩形の分割として視覚化できます。","数学","数と演算","基礎力","原理・因果","500","","中学校数学「式の計算・分配法則」","evergreen","","[""数学"",""数と演算"",""分配法則"",""基礎力"",""数学"",""数と演算"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000020","合成関数の順序","合成関数(f∘g)(x)を求めるとき、まずgをxに適用してからfを適用する理由として最も適切なものはどれか。記法(f∘g)(x)=f(g(x))の読み方を確認する問題である。","[""記法(f∘g)(x)=f(g(x))が内側から外側の適用順を規定するから"",""アルファベット順でgがfより先だから"",""gの方が単純だから"",""2つの関数の合成は順不同だから""]","0","合成は内側の関数g(x)の結果をfに渡す操作です。","(f∘g)(x)はまずxにgを適用し、その出力にfを適用します。順序を逆にすると別の合成関数になり、一般には異なる結果になります。","・合成関数：順序を逆にすると別の合成関数になり、一般には異なる結果になります。","数学","関数","基礎力","原理・因果","500","","高校数学I「合成関数」","evergreen","","[""数学"",""関数"",""合成関数"",""基礎力"",""数学"",""関数"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000021","値上げ後の価格","定価800円の商品が20%値上げされた。百分率の増加は元の価格に(1+増加率)を掛けて求める。新しい価格として最も正しいものはどれか。計算して選べ。最も適切な選択肢を1つ選べ。","[""960円"",""820円"",""160円"",""1000円""]","0","20%増は800×1.2=960円です。","20%値上げは元の100%に20%を加えた120%、すなわち1.2倍を意味します。800×0.2=160円の増加分を足しても960円になり、同じ結果です。","・960円：800×0.2=160円の増加分を足しても960円になり、同じ結果です。
・割合：20%値上げは元の100%に20%を加えた120%、すなわち1.2倍を意味します。
・百分率：800×0.2=160円の増加分を足しても960円になり、同じ結果です。
・820円：820円は20円だけ増やした計算で、20%増ではありません。","数学","割合・比・単位","基礎力","基本的な適用","500","","中学校数学「百分率の利用・値上げ値下げ」","evergreen","","[""数学"",""割合"",""百分率"",""基礎力"",""数学"",""割合・比・単位"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000022","一次方程式の解法","一次方程式3x−7=2x+5を解いたとき、未知数xの値として最も正しいものはどれか。移項の符号に注意し、求めた値を等式に代入して確認する習慣も大切である。最も適切な選択肢を1つ選べ。","[""12"",""−12"",""2"",""−2""]","0","両辺から2xを引き7を足すと3x−2x=5+7よりx=12です。","3x−7=2x+5ではxを含む項を左、定数を右に集めます。x=12を代入すると左36−7=29、右24+5=29で一致します。","・12：x=12を代入すると左36−7=29、右24+5=29で一致します。
・一次方程式：3x−7=2x+5ではxを含む項を左、定数を右に集めます。
・−12：符号を誤って反転させた結果です。
・2：3x−7=2x+5ではxを含む項を左、定数を右に集めます。","数学","方程式","基礎力","基本的な適用","550","","中学校数学「一次方程式の解法」","evergreen","","[""数学"",""方程式"",""一次方程式"",""基礎力"",""数学"",""方程式"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000023","二次関数の値","二次関数f(x)=x²−3x+2について、x=4を代入したときの値f(4)として最も正しいものはどれか。平方、一次項、定数項それぞれの計算を丁寧に行って選べ。最も適切な選択肢を1つ選べ。","[""6"",""10"",""0"",""−2""]","0","f(4)=16−12+2=6です。","x=4を代入すると4²=16、−3×4=−12です。16−12+2=6となります。因数分解すると(x−1)(x−2)なのでf(1)=f(2)=0ですが、4では6になります。","・6：x=4を代入すると4²=16、−3×4=−12です。
・二次関数：x=4を代入すると4²=16、−3×4=−12です。
・10：符号ミスで−12を+12とした誤りです。
・0：因数分解すると(x−1)(x−2)なのでf(1)=f(2)=0ですが、4では6になります。","数学","関数","基礎力","基本的な適用","550","","高校数学I「二次関数の値」","evergreen","","[""数学"",""関数"",""二次関数"",""基礎力"",""数学"",""関数"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000024","単位換算 kmとm","距離3.5kmをメートル(m)で表したとき、最も正しい値はどれか。長さの単位換算では1km=1000mという関係を正しく使う。次の4択から選べ。最も適切な選択肢を1つ選べ。","[""3500m"",""350m"",""35m"",""35000m""]","0","3.5×1000=3500mです。","キロは1000倍の単位です。小数kmをmに直すには1000を掛けます。3500mは3.5kmと等しく、長距離走の1周400mなら8.75周に相当します。","・3500m：3.5kmと等しく、長距離走の1周400mなら8.75周に相当します。
・単位：キロは1000倍の単位です。
・換算：キロは1000倍の単位です。
・350m：100倍と誤って計算した結果です。","数学","割合・比・単位","基礎力","基本的な適用","550","","中学校数学「単位の換算」","evergreen","","[""数学"",""単位"",""換算"",""基礎力"",""数学"",""割合・比・単位"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000025","サイコロの確率","偏りのない6面サイコロを1回投げ、出目が偶数（2,4,6）である確率として最も正しいものはどれか。すべての出目が等しく起こることを前提として答えよ。最も適切な選択肢を1つ選べ。","[""1/2"",""1/3"",""1/6"",""2/3""]","0","偶数3通り/全体6通り=3/6=1/2です。","一様なサイコロでは各目の確率は1/6です。偶数は2,4,6の3通りなので、確率は3×1/6=1/2となります。奇数も同様に1/2です。","・1/2：偶数は2,4,6の3通りなので、確率は3×1/6=1/2となります。
・確率：一様なサイコロでは各目の確率は1/6です。
・サイコロ：一様なサイコロでは各目の確率は1/6です。
・1/3：1/3は3通りあることを分母6と混同しない場合の誤答です。","数学","確率統計","基礎力","基本的な適用","600","","中学校数学「確率の基本」","evergreen","","[""数学"",""確率"",""サイコロ"",""基礎力"",""数学"",""確率統計"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000026","速さの方程式","時速60kmで一定の速さで走る車が、ある地点まで2.5時間で到着した。この地点までの距離(km)として最も正しいものはどれか。距離=速さ×時間の関係を用いよ。最も適切な選択肢を1つ選べ。","[""150km"",""62.5km"",""57.5km"",""120km""]","0","距離=60×2.5=150kmです。","速さ×時間=距離の公式を使います。60km/h×2.5h=150kmです。単位の時間(h)が約分され、結果はkmとなります。","・150km：60km/h×2.5h=150kmです。
・速さ：×時間=距離の公式を使います。
・62.5km：足し算60+2.5と誤った操作です。
・57.5km：引き算60−2.5と誤った操作です。","数学","方程式","基礎力","基本的な適用","600","","中学校数学「速さ・距離・時間」","evergreen","","[""数学"",""方程式"",""速さ"",""基礎力"",""数学"",""方程式"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000027","対数の基本","常用対数log₁₀(1000)の値として最も正しいものはどれか。log₁₀(a)=bは10^b=aと同値である。指数と対数の対応関係を思い出して計算し、4択から選べ。","[""3"",""1000"",""10"",""30""]","0","10³=1000よりlog₁₀(1000)=3です。","対数は指数の逆操作です。底10で1000は10×10×10なので指数3です。pHなど桁の大きい量を圧縮表示するのに対数が使われます。","・3：底10で1000は10×10×10なので指数3です。
・対数：指数の逆操作です。
・1000：底10で1000は10×10×10なので指数3です。
・10：底10で1000は10×10×10なので指数3です。","数学","関数","基礎力","基本的な適用","600","","高校数学II「対数関数の基礎」","evergreen","","[""数学"",""関数"",""対数"",""基礎力"",""数学"",""関数"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000028","判別式と実数解","二次方程式x²−4x+5=0について、判別式D=(−4)²−4×1×5=−4と計算できる。実数解の個数として最も正しいものはどれか。Dの符号と根の関係を用いよ。","[""0個"",""1個"",""2個"",""無限個""]","0","D<0なので実数解は存在しません。","判別式D=b²−4acが負なら平方根が実数に存在せず、実数解は0個です。D=0で重解1個、D>0で異なる2個の実数解が得られます。","・0個：判別式D=b²−4acが負なら平方根が実数に存在せず、実数解は0個です。
・判別式：D=b²−4acが負なら平方根が実数に存在せず、実数解は0個です。
・1個：D=0で重解1個、D>0で異なる2個の実数解が得られます。
・2個：D=0で重解1個、D>0で異なる2個の実数解が得られます。","数学","方程式","基礎力","基本的な適用","650","","高校数学I「二次方程式と判別式」","evergreen","","[""数学"",""方程式"",""判別式"",""基礎力"",""数学"",""方程式"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000029","内積の計算","2次元ベクトル(1,2)と(3,4)の内積(1,2)·(3,4)として最も正しい値はどれか。内積は対応する成分同士の積の和として定義される。最も適切な選択肢を1つ選べ。","[""11"",""7"",""10"",""14""]","0","1×3+2×4=3+8=11です。","内積は1×3+2×4=11です。幾何学的には|a||b|cosθとも一致し、2ベクトルのなす角や射影の計算に使われます。","・11：内積は1×3+2×4=11です。
・線形代数：内積は1×3+2×4=11です。
・内積：1×3+2×4=11です。
・7：1+2+3+4のように成分をすべて足した誤りです。","数学","線形代数基礎","基礎力","基本的な適用","650","","高校数学C「ベクトルの内積」","evergreen","","[""数学"",""線形代数"",""内積"",""基礎力"",""数学"",""線形代数基礎"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000030","組合せの数","5人のクラスメートから3人の代表を選ぶ方法の数（順序は問わない）として最も正しいものはどれか。組合せと順列の違いに注意して数えよ。最も適切な選択肢を1つ選べ。正しい答えを4択から選べ。","[""10通り"",""60通り"",""15通り"",""125通り""]","0","₅C₃=5!/(3!2!)=10通りです。","順序を問わない選び方は組合せです。₅C₃=10通りです。順列₅P₃=60と混同しないよう、並べ替えが同じ選び方を1通りと数えます。","・離散数学：順序を問わない選び方は組合せです。
・組合せ：順序を問わない選び方は組合せです。","数学","離散数学基礎","基礎力","基本的な適用","650","","高校数学A「組合せ」","evergreen","","[""数学"",""離散数学"",""組合せ"",""基礎力"",""数学"",""離散数学基礎"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000031","相関と因果の区別","統計データで「アイスの売上と溺死件数が同じ時期に増える」という関係が観察された。このデータについて最も適切な解釈はどれか。相関と因果を区別して答えよ。最も適切な選択肢を1つ選べ。","[""両者に共通の要因（気温など）があり、一方が他方の原因とは限らない"",""アイスが溺死の直接原因である"",""溺死がアイス売上を増やす"",""相関係数が高いほど因果が強い""]","0","相関は因果を意味しません。第三の変数が両方に影響している典型例です。","夏には気温上昇でアイス売上も水辺利用も増えます。相関係数が高くても、交絡因子を除いたうえで因果を議論する必要があります。統計的関連とメカニズムの説明は別問題です。","・統計：的関連とメカニズムの説明は別問題です。
・相関：係数が高くても、交絡因子を除いたうえで因果を議論する必要があります。","数学","確率統計","基礎力","比較・分類","700","","高校数学・一般教養「データの相関と因果」","evergreen","","[""数学"",""統計"",""相関"",""基礎力"",""数学"",""確率統計"",""比較・分類"",""基礎力"",""v1""]"
